organization_name,department_name,department_name_harmonised
Universität Rostock,Division of Tropical Medicine and Infectious Diseases,Department of Tropical Medicine & Infectious Diseases
Universität Rostock,Empirical Economics,Empirical Economics
Universität Rostock,Faculty for Mechanical Engineering and Ship Technology,Mechanical Engineering & Ship Technology
Universität Rostock,Faculty of Agricultural & Environmental Sciences,Faculty of Agricultural and Environmental Sciences
Universität Rostock,Faculty of Agricultural and Environmental Sciences,Faculty of Agricultural and Environmental Sciences
Universität Rostock,Faculty of Agriculture & Environmental Sciences,Faculty of Agricultural and Environmental Sciences
Universität Rostock,Faculty of Agriculture and Environmental Science,Faculty of Agricultural and Environmental Sciences
Universität Rostock,Faculty of Agriculture and Environmental Sciences,Faculty of Agricultural and Environmental Sciences
Universität Rostock,Genetics,Department of Genetics
Universität Rostock,Grassland and Fodder Science,Grassland and Fodder Sciences
Universität Rostock,Helmholtz Zentrum,Helmholtzzentrum
Universität Rostock,Helmholtz Zentrum MÃ¼nchen,Helmholtzzentrum
Universität Rostock,"Hematology, Oncology, Palliative Medicine; Special Hematology Laboratory",Hematology Laboratory
Universität Rostock,Historical Institute,Historisches Institut
Universität Rostock,Institue for Biomedical Engineering,Institute for Biomedical Engineering
Universität Rostock,Institut für Chemie,Institute of Chemistry
Universität Rostock,Institut für Physik,Institute of Physics
Universität Rostock,Institut für Physik / Institute of Physics,Institute of Physics
Universität Rostock,Institut of Immunology,Institute of Immunology
Universität Rostock,Institute for Immunology,Institute of Immunology
Universität Rostock,Institute for Physics,Institute of Physics
Universität Rostock,"Institute for Physics and Department of Life, Light and Matter","Department of Life, Light and Matter"
Universität Rostock,Institute of Biology - Aquatic Ecology,Aquatic Ecology
Universität Rostock,Institute of Bioscience,Institute of Biosciences
Universität Rostock,Institute of History,History
Universität Rostock,Institute of Physics,Institute of Physics
Universität Rostock,"Joint
Mass Spectrometry Centre",Joint Mass Spectrometry Centre
Universität Rostock,"JointMass Spectrometry Centre",Joint Mass Spectrometry Centre
Universität Rostock,Joint Mass Spectrometry Center,Joint Mass Spectrometry Centre
Universität Rostock,Joint Mass Spectrometry Center Cooperation Group Comprehensive Molecular Analytics Helmholtz Zentrum München German Research Center for Environmental Health,Joint Mass Spectrometry Centre
Universität Rostock,Joint Mass Spectrometry Centre,Joint Mass Spectrometry Centre
Universität Rostock,Joint Mass Spectrometry Centre (JMSC),Joint Mass Spectrometry Centre
Universität Rostock,"Joint Mass Spectrometry Centre – Cooperation Group ""Comprehensive Molecular Analytics""",Joint Mass Spectrometry Centre
Universität Rostock,Landscape Ecology,Landscape Ecology
Universität Rostock,Leibniz Institute of Atmospheric Physics at the,Leibniz Institute of Atmospheric Physics
Universität Rostock,Leibniz-Institute of Atmospheric Physics,Leibniz Institute of Atmospheric Physics
Universität Rostock,Leibniz-Institute of Atmospheric Physics at the,Leibniz Institute of Atmospheric Physics
Universität Rostock,Maritime Systems,Maritime Systems
Universität Rostock,Material and energy valorisation of bioegenous residues,Material and energy valorization of biogenous residues
Universität Rostock,"Mathematics and Natural Sciences, Institute of Physics",Institute of Physics
Universität Rostock,Medical Department,Medicine
Universität Rostock,"Philosophische Fakultät, Institut für Medienforschung",Institute for Media Science
Universität Rostock,Physical Chemistry,Institute for Physical Chemistry
Universität Rostock,Physiology of Plant Metabolism,Physiology of Plant Metabolism
Universität Rostock,Political Science,Institute for Political Science
Universität Rostock,Prof. Hydromechanics and Sanitary Engineering,Hydromechanics and Sanitary Engineering
Universität Rostock,Rostock,Universität Rostock
Universität Rostock,Rostock Univ. Justus‐von‐Liebig‐Weg 6 Rostock 18059 Germany,Universität Rostock
Universität Rostock,"Soil Physics, Faculty for Agricultural and Environmental Sciences",Faculty of Agricultural and Environmental Sciences
Universität Rostock,"Translational Neurodegeneration Section ""Albrecht Kossel""",Section for Translational Neurodegeneration
Universität Rostock,"Translational Neurodegeneration Section ""Albrecht-Kossel""",Translational Neurodegeneration Section
Universität Rostock,Universitat Rostock,Universität Rostock
Universität Rostock,Universität Rostock,Universität Rostock
Universität Rostock,University of,Universität Rostock
Universität Rostock,University of the Rostock,Universität Rostock
Universität Rostock Mathematisch-Naturwissenschaftliche Fakultät,Chair of Analytical Chemistry,Analytical Chemistry Chair
Universitäts Hautklinik Kiel,Direktor der Universitäts-Hautklinik Kiel Schittenhelmstraße 7,Universitäts Hautklinik Kiel
Universitätsklinikum Hamburg Eppendorf Universitäres Herzzentrum Hamburg GmbH,Department of Vascular Medicine-German Aortic Center Hamburg,Department of Vascular Medicine
Universitätsklinikum Hamburg Eppendorf Zentrum für Experimentelle Medizin,Systems Neuroscience,Department of Systems Neuroscience
Universitätsklinikum Hamburg-Eppendorf,"1. Department of Medicine, Group of Prof. Dr. Stefan Lüth",Department of Medicine I
Universitätsklinikum Hamburg-Eppendorf,Bernhard-Nocht-Institut für Tropenmedizin,Bernhard Nocht Institute for Tropical Medicine (BNITM)
Universitätsklinikum Hamburg-Eppendorf,Center for Molecular Neurobiology Hamburg (ZMNH),Center for Molecular Neurobiology Hamburg
Universitätsklinikum Hamburg-Eppendorf,Centre,Universitätsklinikum Hamburg-Eppendorf
Universitätsklinikum Hamburg-Eppendorf,Centre for Internal Medicine,Centre for Internal Medicine
Universitätsklinikum Hamburg-Eppendorf,Clinic for Cardiology,Clinic for Cardiology
Universitätsklinikum Hamburg-Eppendorf,Clinic of Vascular medicine,Department of Vascular Medicine
Universitätsklinikum Hamburg-Eppendorf,Clinical Neuropsychology Research Group,Clinical Neuropsychology Research Group
Universitätsklinikum Hamburg-Eppendorf,Clinical Tropical Medicine,Tropical Medicine
Universitätsklinikum Hamburg-Eppendorf,"Department for Medical Microbiology, Virology and Hygiene","Institute of Medical Microbiology, Virology and Hygiene"
Universitätsklinikum Hamburg-Eppendorf,Department of Anatomy and Developmental Biology,Department of Anatomy & Experimental Morphology
Universitätsklinikum Hamburg-Eppendorf,Department of Anatomy and Experimental Morphology,Department of Anatomy & Experimental Morphology
Universitätsklinikum Hamburg-Eppendorf,Department of Dermatology and Venerology,Department of Dermatology and Venereology
Universitätsklinikum Hamburg-Eppendorf,Department of Dermatology und Venerology,Department of Dermatology and Venereology
Universitätsklinikum Hamburg-Eppendorf,Department of Diagnostic and,Department of Diagnostic and Interventional Neuroradiology
Universitätsklinikum Hamburg-Eppendorf,Department of Diagnostic and Interventional Neuroradiology University Medical Center Hamburg‐Eppendorf Hamburg Germany,Department of Diagnostic and Interventional Neuroradiology
Universitätsklinikum Hamburg-Eppendorf,Department of Diagnostic and Interventional Radiology and Nuclear Medicine,Department of Diagnostic and Interventional Radiology & Nuclear Medicine
Universitätsklinikum Hamburg-Eppendorf,Department of Diagnostic and Interventional Radiology and Nuclear Medicine University Medical Center Hamburg‐Eppendorf Hamburg Germany,Department of Diagnostic and Interventional Radiology & Nuclear Medicine
Universitätsklinikum Hamburg-Eppendorf,Department of Diagnostic and Interventional Radiology and Nuclear Medicine University Medical Center Hamburg‐Eppendorf,Department of Diagnostic and Interventional Radiology & Nuclear Medicine
Universitätsklinikum Hamburg-Eppendorf,Department of Gynaecology,Department of Gynaecology
Universitätsklinikum Hamburg-Eppendorf,Department of Health Economics and Health Services Research University Medical Center Hamburg‐Eppendorf Hamburg Center for Health Economics,Department of Health Economics and Health Services Research
Universitätsklinikum Hamburg-Eppendorf,Department of Medical Biometry and Epidemiology; University Medical Center; Hamburg-Eppendorf Hamburg Germany,Department of Medical Biometry and Epidemiology
Universitätsklinikum Hamburg-Eppendorf,Department of Medical Psychology,Department of Medical Psychology
Universitätsklinikum Hamburg-Eppendorf,Department of Medicine I,Department of Medicine
Universitätsklinikum Hamburg-Eppendorf,Department of Medicine I (Gastroenterology and Hepatology,Gastroenterology and Hepatology
Universitätsklinikum Hamburg-Eppendorf,Department of Medicine University Medical Center Hamburg‐Eppendorf Hamburg Germany,Department of Medicine
Universitätsklinikum Hamburg-Eppendorf,Department of Neurology,Department of Neurology
Universitätsklinikum Hamburg-Eppendorf,Department of Neurophysiology and Pathophysiology,Department of Neurophysiology and Pathophysiology
Universitätsklinikum Hamburg-Eppendorf,"Department of Oncology, Hematology and Bone Marrow Transplantation","Department of Oncology, Hematology and Bone Marrow Transplantation"
Universitätsklinikum Hamburg-Eppendorf,Department of Osteology and Biomechanics,Department of Osteology and Biomechanics
Universitätsklinikum Hamburg-Eppendorf,Department of Otorhinolaryngology,Department of Otorhinolaryngology
Universitätsklinikum Hamburg-Eppendorf,Department of Psychosomatic Medicine and Psychotherapy University Medical Centre Hamburg‐Eppendorf,Department of Psychosomatic Medicine and Psychotherapy
Universitätsklinikum Hamburg-Eppendorf,Department of Radiotherapy,Department of Radiotherapy and Radiation Oncology
Universitätsklinikum Hamburg-Eppendorf,Department of Radiotherapy and Radiation Oncology,Department of Radiotherapy and Radiation Oncology
Universitätsklinikum Hamburg-Eppendorf,Department of Systems Neuroscience,Department of Systems Neuroscience
