short,long,llm_confirmed
University of Southern California,University of Applied Sciences Stralsund,FALSE
University of Rhode Island,University of Southern California,FALSE
University of Waikato,University of Southern California,FALSE
University of Southern California,University of Health and Allied Sciences,FALSE
University of Bradford,University of Southern California,FALSE
University of Southern California,University Hospital Carl Gustav Carus,FALSE
University of Madras,University of Southern California,FALSE
University of Bayreuth,University of Southern California,FALSE
University of London,University of Southern California,FALSE
University of Skikda,University of Southern California,FALSE
University of Central Oklahoma,University of Southern California,FALSE
University of Peradeniya,University of Southern California,FALSE
University of Kent,University of Southern California,FALSE
University of the Arts Bremen,University of Southern California,FALSE
Universitätsklinikum Aachen,University of Southern California,FALSE
University of Bologna,University of Southern California,FALSE
University of Regensburg,University of Southern California,FALSE
University of Malta,University of Southern California,FALSE
Universitat de Girona,University of Southern California,FALSE
University of Otago,University of Southern California,FALSE
University of Milano-Bicocca,University of Southern California,FALSE
University of Wuppertal,University of Southern California,FALSE
University of Southern California,"University of Maryland, Baltimore County",FALSE
University of Southern California,University of Pedagogical Sciences,FALSE
University of Denver,University of Southern California,FALSE
University of Exeter,University of Southern California,FALSE
University of Hormozgan,University of Southern California,FALSE
University of Canterbury,University of Southern California,FALSE
University of Edinburgh,University of Southern California,FALSE
Université Savoie Mont Blanc,University of Southern California,FALSE
University of Portsmouth,University of Southern California,FALSE
University of Southern California,University of Science and Technology of China,FALSE
University of Rajasthan,University of Southern California,FALSE
University of Finance - Marketing,University of Southern California,FALSE
University of Sharjah,University of Southern California,FALSE
University of Delhi,University of Southern California,FALSE
University of Warsaw,University of Southern California,FALSE
University of Oulu,University of Southern California,FALSE
University of Waterloo,University of Southern California,FALSE
University of Haifa,University of Southern California,FALSE
University of Ulster,University of Southern California,FALSE
University of Southern California,University of Applied Sciences Mainz,FALSE
University of Pretoria,University of Southern California,FALSE
University of Lisbon,University of Southern California,FALSE
University of Amsterdam,University of Southern California,FALSE
University of Vechta,University of Southern California,FALSE
University of Macau,University of Southern California,FALSE
University of Miami,University of Southern California,FALSE
University of the Ryukyus,University of Southern California,FALSE
University of Manitoba,University of Southern California,FALSE
University of Michigan,University of Southern California,FALSE
University Hospital of Basel,University of Southern California,FALSE
University of Southern California,University of Louisiana at Lafayette,FALSE
University of Trieste,University of Southern California,FALSE
University of Ibadan,University of Southern California,FALSE
University of Wales,University of Southern California,FALSE
University of Pittsburgh,University of Southern California,FALSE
University of Verona,University of Southern California,FALSE
University of Bristol,University of Southern California,FALSE
University Hospital Zurich,University of Southern California,FALSE
University of Hildesheim,University of Southern California,FALSE
University of New Hampshire,University of Southern California,FALSE
University of Southern California,University of New Hampshire at Manchester,FALSE
University of North Texas,University of Southern California,FALSE
University of Southern California,University of Finance and Economics,FALSE
University Hospital Regensburg,University of Southern California,FALSE
University of Turku,University of Southern California,FALSE
University of Gothenburg,University of Southern California,FALSE
University of Mauritius,University of Southern California,FALSE
University of Magdalena,University of Southern California,FALSE
University of Dhaka,University of Southern California,FALSE
University of British Columbia,University of Southern California,FALSE
University of Chicago,University of Southern California,FALSE
University of Venda,University of Southern California,FALSE
University of the Free State,University of Southern California,FALSE
University of Trnava,University of Southern California,FALSE
University Hospital of Bern,University of Southern California,FALSE
University of Hamburg,University of Southern California,FALSE
University of Bremen,University of Southern California,FALSE
University of Texas at Austin,University of Southern California,FALSE
University of Southern California,University of California Los Angeles,FALSE
University of Technology Sydney,University of Southern California,FALSE
University of Lübeck,University of Southern California,FALSE
University of South Carolina,University of Southern California,FALSE
University of Western Australia,University of Southern California,FALSE
University of Southern California,University of North Carolina at Chapel Hill,FALSE
University of the Punjab,University of Southern California,FALSE
University of Southern California,University of Social Sciences and Humanities,FALSE
University of Manchester,University of Southern California,FALSE
University of the Basque Country,University of Southern California,FALSE
University of Plymouth,University of Southern California,FALSE
University of São Paulo,University of Southern California,FALSE
University of Hyogo,University of Southern California,FALSE
University of Westminster,University of Southern California,FALSE
University of California Davis,University of Southern California,FALSE
Universitetet i Oslo,University of Southern California,FALSE
University of Southern California,"University of Agriculture, Faisalabad",FALSE
University of Rouen Normandy,University of Southern California,FALSE
University of Southern California,University of California Santa Barbara,FALSE
"University of California, Irvine",University of Southern California,FALSE
University of Ulm,University of Southern California,FALSE
University of Augsburg,University of Southern California,FALSE
University of Tehran,University of Southern California,FALSE
University of Tuebingen,University of Southern California,FALSE
University of Melbourne,University of Southern California,FALSE
University of California,University of Southern California,FALSE
University of GH,University of Southern California,FALSE
University Hospital of Zurich,University of Southern California,FALSE
University of Oldenburg,University of Southern California,FALSE
University of Rome Tor Vergata,University of Southern California,FALSE
University of Bordeaux,University of Southern California,FALSE
University of Leeds,University of Southern California,FALSE
University of Southern California,University of Leeds Faculty of Environment,FALSE
University of Graz,University of Southern California,FALSE
University of Essen,University of Southern California,FALSE
University of South Florida,University of Southern California,FALSE
University of Latvia,University of Southern California,FALSE
University of Rostock,University of Southern California,FALSE
University of Minnesota,University of Southern California,FALSE
University of Greifswald,University of Southern California,FALSE
University of the Philippines,University of Southern California,FALSE
University of Valparaíso,University of Southern California,FALSE
University of Saint Louis,University of Southern California,FALSE
University of Peshawar,University of Southern California,FALSE
